Folder,Count,Vendi (clip-L-14-padding),Dissimilarity (clip-L-14-padding),Std (clip-L-14-padding),Vendi (clip-L-14-crop),Dissimilarity (clip-L-14-crop),Std (clip-L-14-crop),Vendi (convnextv2-l-resize),Dissimilarity (convnextv2-l-resize),Std (convnextv2-l-resize),Vendi (clip-L-14-resize),Dissimilarity (clip-L-14-resize),Std (clip-L-14-resize),Vendi (dinov2-l-fb-resize),Dissimilarity (dinov2-l-fb-resize),Std (dinov2-l-fb-resize),Vendi (dinov2-l-fb-crop),Dissimilarity (dinov2-l-fb-crop),Std (dinov2-l-fb-crop),Vendi (dinov2-l-fb-padding),Dissimilarity (dinov2-l-fb-padding),Std (dinov2-l-fb-padding),Vendi (vgg19-gram-resize),Dissimilarity (vgg19-gram-resize),Std (vgg19-gram-resize),Vendi (convnextv2-l-padding),Dissimilarity (convnextv2-l-padding),Std (convnextv2-l-padding),Vendi (convnextv2-l-crop),Dissimilarity (convnextv2-l-crop),Std (convnextv2-l-crop)
n01829413,100,4.802203178405762,0.26661527156829834,11.052833557128906,5.397045135498047,0.2886086106300354,11.639711380004883,1.689031720161438,0.0808706283569336,4.741783618927002,5.135445594787598,0.2805536985397339,11.5308837890625,5.970948696136475,0.37361055612564087,28.496740341186523,6.066099643707275,0.3704593777656555,28.40203857421875,7.061613082885742,0.3972715139389038,29.492904663085938,4.54315996170044,0.2707513570785522,18.044193267822266,1.5850251913070679,0.06749200820922852,4.424959182739258,1.505218267440796,0.057050883769989014,3.87603759765625
n01829413,500,6.1307759284973145,0.28221434354782104,11.336958885192871,5.721508502960205,0.2673354744911194,11.219606399536133,1.68767511844635,0.07005250453948975,4.435901165008545,5.8454203605651855,0.27456802129745483,11.367645263671875,6.886799335479736,0.3392804265022278,27.0794677734375,6.883678913116455,0.3425297737121582,27.223655700683594,7.433474540710449,0.3526211977005005,27.669897079467773,5.09254789352417,0.2567265033721924,18.15819358825684,1.7197896242141724,0.0758255124092102,4.979581356048584,1.6245503425598145,0.06424146890640259,4.119300842285156
n01829413,1000,6.401673793792725,0.2839233875274658,11.357858657836914,6.071864604949951,0.2748766541481018,11.354536056518555,1.68523371219635,0.06773662567138672,4.267608165740967,6.132260322570801,0.2773633599281311,11.432692527770996,7.680819988250732,0.35190945863723755,27.565631866455078,7.074958324432373,0.34027427434921265,27.10991668701172,7.85276460647583,0.35507792234420776,27.759944915771484,5.459160804748535,0.2632602453231811,18.214923858642575,1.7587264776229858,0.07708972692489624,4.864631175994873,1.6278742551803589,0.06275397539138794,4.053677558898926
n01608432,1300,8.648173332214355,0.3401690721511841,12.408586502075195,8.68860912322998,0.3404223918914795,12.58069133758545,5.478855609893799,0.28515684604644775,9.940447807312012,8.835954666137695,0.3442532420158386,12.656758308410645,29.186893463134766,0.6758568286895752,38.62336730957031,27.642200469970703,0.6700760126113892,38.48029708862305,30.82379913330078,0.6808885931968689,38.83687210083008,,,,5.27488899230957,0.2818349003791809,10.453197479248047,5.417691707611084,0.28490036725997925,10.077800750732422
n01608432,100,6.918359279632568,0.3431437611579895,12.521235466003418,6.845841884613037,0.3391280174255371,12.59353256225586,4.859396457672119,0.3062230348587036,10.43919849395752,6.717080116271973,0.33822500705718994,12.60857105255127,17.660419464111328,0.6756793260574341,38.784297943115234,17.197832107543945,0.6639900207519531,38.510108947753906,19.422025680541992,0.6767773032188416,38.8966064453125,3.85439682006836,0.228289246559143,13.408855438232422,4.048897743225098,0.2594025135040283,9.892794609069824,4.915231227874756,0.30813854932785034,10.786555290222168
n01608432,500,8.447613716125488,0.34445255994796753,12.505244255065918,8.251267433166504,0.3403241038322449,12.591449737548828,4.983539581298828,0.2753514051437378,9.630478858947754,8.054535865783691,0.3364076018333435,12.521965026855469,26.877227783203125,0.6820148229598999,38.81550598144531,24.979881286621094,0.669298529624939,38.50224304199219,26.56960678100586,0.6744436025619507,38.67648696899414,5.131181240081787,0.2604125142097473,14.904035568237305,4.883981704711914,0.2751387357711792,10.320047378540039,5.123896598815918,0.28197234869003296,10.037370681762695
n01608432,1000,8.506108283996582,0.3393558859825134,12.399810791015625,8.68560791015625,0.34158897399902344,12.605533599853516,5.568130016326904,0.2906097173690796,10.050799369812012,8.728679656982422,0.34395670890808105,12.654921531677246,28.2510929107666,0.6754422187805176,38.609500885009766,26.706159591674805,0.6684269905090332,38.44258117675781,29.878170013427734,0.6805997490882874,38.84111022949219,5.318823337554932,0.2597873210906982,14.549333572387695,5.266469478607178,0.28281497955322266,10.443242073059082,5.316805362701416,0.2842485308647156,10.104318618774414
n01622779,1300,4.580524921417236,0.22123366594314575,10.05423641204834,4.279106140136719,0.20980995893478394,9.955957412719727,1.710720181465149,0.0737994909286499,4.248695373535156,4.515058994293213,0.21935409307479858,10.172989845275879,3.039681911468506,0.1763201355934143,19.619922637939453,2.871150493621826,0.16786396503448486,19.14655876159668,3.1225426197052,0.17971670627593994,19.853466033935547,,,,1.7545338869094849,0.07907480001449585,4.624483108520508,1.647295594215393,0.06829047203063965,4.106403827667236
n01622779,100,3.8174164295196533,0.2211158275604248,10.082585334777832,3.4080440998077393,0.196855366230011,9.686285972595215,1.5382100343704224,0.06381124258041382,3.704092264175415,3.6004321575164795,0.20699578523635864,9.917887687683105,3.0599772930145264,0.21727359294891357,21.913230895996094,2.802125930786133,0.2168971300125122,21.914791107177734,2.667527675628662,0.17860430479049683,19.88035011291504,3.782068252563477,0.2376560568809509,13.493464469909668,1.4968678951263428,0.0580330491065979,3.525509834289551,1.6078368425369263,0.07394886016845703,4.155972957611084
n01622779,500,4.514395713806152,0.22457587718963623,10.128813743591309,4.223937511444092,0.21235615015029907,10.021562576293945,1.682039499282837,0.07351690530776978,4.0820794105529785,4.362724304199219,0.21865785121917725,10.158095359802246,2.8756234645843506,0.16688698530197144,19.103118896484375,2.6688950061798096,0.15630239248275757,18.49163055419922,3.099039316177368,0.1885121464729309,20.340641021728516,4.372392654418945,0.2411243915557861,14.02107048034668,1.6250094175338745,0.06869387626647949,4.1240997314453125,1.5955218076705933,0.06402289867401123,3.8580265045166016
n01622779,1000,4.592790603637695,0.22275960445404053,10.084924697875977,4.165900707244873,0.20638233423233032,9.87982177734375,1.7116676568984985,0.07426327466964722,4.273739337921143,4.457761764526367,0.21831625699996948,10.145727157592773,2.9660911560058594,0.17150288820266724,19.350791931152344,2.875436305999756,0.17189419269561768,19.378204345703125,3.0469634532928467,0.17448848485946655,19.559988021850586,4.501955509185791,0.2405580282211303,13.891414642333984,1.7501426935195923,0.07888013124465942,4.58409309387207,1.6187875270843506,0.06554204225540161,3.9619715213775635
n01729322,1300,7.0265350341796875,0.2946550250053406,11.555548667907715,6.981682300567627,0.2918492555618286,11.674074172973633,4.797425746917725,0.2546289563179016,9.977032661437988,6.820478439331055,0.2893258333206177,11.679497718811035,44.68684768676758,0.6997164487838745,39.50494384765625,43.17594909667969,0.6967757940292358,39.4288444519043,47.469566345214844,0.7024348974227905,39.64170837402344,,,,5.215787410736084,0.2690138816833496,10.661530494689941,4.763632774353027,0.2537856101989746,10.053796768188477
n01729322,100,5.2713212966918945,0.2805477976799011,11.338210105895996,5.530306816101074,0.28999269008636475,11.680957794189453,3.613062620162964,0.22599846124649048,9.315714836120605,5.562345504760742,0.2933158278465271,11.80691909790039,21.852176666259766,0.6703239679336548,38.891845703125,23.141616821289062,0.6882101893424988,39.34518051147461,22.551633834838867,0.6721586585044861,38.9036865234375,4.70986270904541,0.277146577835083,21.903200149536133,3.923217535018921,0.24400228261947632,9.822175025939941,3.5283358097076416,0.2221025824546814,9.2408447265625
